coin,date,price_usd,market_cap_usd,volume_24h_usd
ripple,2025-06-02,2.1802830722675224,128150107940.42342,1521954083.381058
ripple,2025-06-03,2.2004265864927537,129301420887.84296,1856646284.2520795
ripple,2025-06-04,2.2486280245071963,132150735303.62874,2193921747.996483
ripple,2025-06-05,2.202322198067478,129408473711.78876,1714810311.215842
ripple,2025-06-06,2.0970164299223453,123342049733.6962,2893388349.562232
ripple,2025-06-07,2.163852346114403,127281615711.7592,1854390911.9791367
ripple,2025-06-08,2.1779065492597427,128119087930.23564,953843043.4304752
ripple,2025-06-09,2.2629632981656744,133080974653.21156,2297445951.3852534
ripple,2025-06-10,2.321075765224377,136535438437.44032,2774696976.06667
ripple,2025-06-11,2.305016386019404,135601731484.23772,2612062557.9833493
ripple,2025-06-12,2.2701428874939213,133437196298.07864,2624047756.9494534
ripple,2025-06-13,2.1954298391805,129189732814.77596,2202653947.4050665
ripple,2025-06-14,2.148866270593598,126534557978.46504,3949716840.388356
ripple,2025-06-15,2.141891800480294,126263429802.95172,1687489656.576244
ripple,2025-06-16,2.166318490313782,127577707973.1105,1231293467.1767986
ripple,2025-06-17,2.255537416572947,133168717149.84471,4466552529.620607
ripple,2025-06-18,2.1632317759396993,127416681908.18704,3466660612.110638
ripple,2025-06-19,2.1686830671349613,127820962755.39302,2350823381.424604
ripple,2025-06-20,2.166239439916603,127674651295.66653,1450568729.9521883
ripple,2025-06-21,2.1201128146436803,124953533243.95668,2098115334.487172
ripple,2025-06-22,2.044379922195215,120411151497.55313,2305504805.382443
ripple,2025-06-23,2.013512764553698,118672394254.47311,4449887424.63551
ripple,2025-06-24,2.1640075102022664,127539548337.53386,4004307867.6364536
ripple,2025-06-25,2.1890368617248566,129018976028.34126,3119419439.9970093
ripple,2025-06-26,2.1839169388853152,128924835580.36104,2234760744.378113
ripple,2025-06-27,2.105597069865388,124230689777.04051,2569634191.4677787
ripple,2025-06-28,2.140945561649059,126287954127.92236,2600100605.537264
ripple,2025-06-29,2.185743305637095,128959095356.2813,1909072124.1732078
ripple,2025-06-30,2.2080779439640237,130291214168.36028,1320178860.3618104
