coin,date,price_usd,market_cap_usd,volume_24h_usd
solana,2025-06-02,157.63092185153255,82343946258.36638,2744309615.2839994
solana,2025-06-03,156.97126157615844,81999316408.5183,3295032805.67504
solana,2025-06-04,155.57609294535118,81296707387.07445,4001215457.270695
solana,2025-06-05,153.52933334658826,80445464948.66203,2894328554.847466
solana,2025-06-06,144.54778524030908,75763092323.77681,5147783563.002369
solana,2025-06-07,148.27289869882955,77715710807.20976,3081994292.815606
solana,2025-06-08,150.07536034230216,78768382382.38567,2061571442.4994385
solana,2025-06-09,152.50446458828966,80043272922.8385,2132215310.9007103
solana,2025-06-10,161.15980951265985,84589937775.16258,4008837628.698958
solana,2025-06-11,164.9644225697288,86571332860.45332,5347282400.770432
solana,2025-06-12,161.01986639557893,84533356127.98843,5796688364.492554
solana,2025-06-13,152.6604566097001,80285894233.06946,3971540185.958896
solana,2025-06-14,148.53042859104298,78374298079.131,6899166919.424324
solana,2025-06-15,144.75154594223267,76395263029.6604,2347896839.3558106
solana,2025-06-16,152.684889859998,80585766786.45044,3899774764.538459
solana,2025-06-17,151.43554856186984,79959725924.2985,5091508004.197791
solana,2025-06-18,147.99188434299543,78146853122.15833,5049196750.599356
solana,2025-06-19,146.27697674399295,77197222250.09135,4140075680.6693616
solana,2025-06-20,147.09924520457085,77672175553.78215,3317445622.022612
solana,2025-06-21,140.04009054961782,74352627907.47485,4927733598.47951
solana,2025-06-22,133.71000196412658,70788027179.84511,3965117683.287045
solana,2025-06-23,131.8134744866569,70035052662.1332,6034851129.188091
solana,2025-06-24,144.7815680115998,76913532127.43575,6803245546.166264
solana,2025-06-25,145.8019507474219,77418435219.14531,4365577695.258674
solana,2025-06-26,143.37011953879949,76592225935.41951,3632253966.777613
solana,2025-06-27,138.97799072607012,74258601216.09717,4094443190.4828176
solana,2025-06-28,142.12675809713753,75946935362.85362,3884472749.8418827
solana,2025-06-29,150.7812372563586,80534347465.08652,3480663753.86231
solana,2025-06-30,153.31879559308874,81941734208.35605,3034669713.0257177
